fic,gvkey,datadate,iid,conm
JPN,102831,31/1/06,01W,DKS CO LTD
JPN,102832,31/1/06,01W,K&O ENERGY GROUP INC
JPN,102833,31/1/06,01W,ASAHI YUKIZAI CORP
ITA,102835,31/1/06,01W,ARNOLDO MONDADORI EDITORE SP
JPN,102837,31/1/06,01W,RINNAI CORP
JPN,102839,31/1/06,01W,NIPPON SHINYAKU CO LTD
SWE,102840,31/1/06,02W,JM AB
JPN,102841,31/1/06,01W,TOKYO SEIMITSU CO LTD
JPN,102843,31/1/06,01W,NIHON NOHYAKU CO LTD
JPN,102844,31/1/06,01W,NORITZ CORP
SWE,102846,31/1/06,02W,BORAS WAFVERI AB
JPN,102849,31/1/06,01W,NABTESCO CORP
JPN,102850,31/1/06,01W,INTEC INC
JPN,102851,31/1/06,01W,MITSUBISHI PENCIL CO LTD
JPN,102852,31/1/06,01W,NIHON KOHDEN CORP
JPN,102854,31/1/06,01W,BANDO CHEMICAL INDUSTRIES
JPN,102871,30/4/15,01W,JAPAN VILENE CO LTD
JPN,102857,31/1/06,01W,MARUZEN SHOWA UNYU CO LTD
FRA,102858,31/1/06,01W,INGENICO GROUP
JPN,102859,31/1/06,01W,NAIGAI CO LTD
JPN,102860,31/1/06,01W,ICHIKOH INDUSTRIES LTD
GBR,102861,31/1/06,01W,INTIMAS GROUP PLC
JPN,102862,31/1/06,01W,HITACHI CONSTR MACHINERY CO
JPN,102864,31/1/06,01W,NIPPON HUME CORP
JPN,102866,31/1/06,01W,JMS CO LTD
JPN,102867,31/1/06,01W,CHUGOKU MARINE PAINTS LTD
DEU,102870,31/1/06,01W,DGAG DEUTSCHE GRUNDVERMOG
DEU,102872,31/1/06,01W,VILLEROY & BOCH AG
DEU,102873,31/1/06,02W,YMOS AG
JPN,102875,31/1/06,01W,MATSUYA CO LTD (DEPT STORE)
JPN,102876,31/1/06,01W,DAIDO KOGYO CO LTD
JPN,102877,31/1/06,01W,DAINICHISEIKA COL & CHEM MFG
JPN,102878,31/1/06,01W,DIJET INDUSTRIAL CO LTD
JPN,102879,31/1/06,01W,YAMATO INTERNATIONAL INC
CHE,102880,31/1/06,01W,ALPIQ HOLDING AG
JPN,102881,31/1/06,01W,KAWAI MUSICAL INSTRUMENTS
JPN,102882,31/1/06,01W,KAWADA INDUSTRIES INC
JPN,102883,31/1/06,01W,HOHSUI CORP
JPN,102884,31/1/06,02W,J-OIL MILLS INC
JPN,102885,31/1/06,01W,ISHII IRON WORKS CO LTD
JPN,102886,31/1/06,01W,ICHIKAWA CO LTD
JPN,102887,31/1/06,01W,KISHU PAPER CO LTD
JPN,102889,31/1/06,01W,CKD CORP
CHE,102890,31/1/06,01W,BKW FMB ENERGIE AG
JPN,102891,31/1/06,01W,SHIROKI CORP
FRA,102892,31/1/06,01W,BOLLORE SE
JPN,102893,31/1/06,01W,NIFCO INC
JPN,102895,31/1/06,01W,SANWA HOLDINGS CORP
JPN,102896,31/1/06,01W,MIYUKI HOLDINGS CO LTD
DEU,102898,31/1/06,01W,ETIENNE AIGNER AG
JPN,102899,31/1/06,01W,MARUYAMA MFG CO INC
CHE,102902,31/1/06,01W,COMPAGNIE FINANCIERE RICHEMO
AUS,102903,31/1/06,01W,AMPOL LTD
ITA,102904,31/1/06,01W,DANIELI & C. OFFICINE MECCAN
JPN,102905,31/1/06,01W,NIHON SPINDLE MFG CO LTD
JPN,102908,31/1/06,01W,O-M LTD
JPN,102909,31/1/06,01W,KOGI CORP
JPN,102911,31/1/06,01W,NICHIRO CORP
JPN,102912,31/1/06,01W,RAITO KOGYO CO LTD
JPN,102913,31/1/06,01W,NIPPON PISTON RING CO LTD
SWE,102915,31/1/06,01W,SSAB CORP
JPN,102916,31/1/06,01W,NICHIREKI GROUP CO LTD
JPN,102917,31/1/06,01W,YUKEN KOGYO CO LTD
DEU,102919,31/1/06,01W,IMW IMMOBILIEN SE
JPN,102921,31/1/06,01W,KANTO AUTO WORKS LTD
JPN,102922,31/1/06,01W,KOATSU GAS KOGYO CO LTD
JPN,102923,31/1/06,01W,KINKI SHARYO CO LTD
DEU,102926,31/1/06,01W,KWS SAAT SE & CO KGAA
AUT,102932,31/1/06,01W,STADLAUER MALZFABRIK
JPN,102933,31/1/06,03W,MAXVALU TOKAI CO LTD
DEU,102934,31/1/06,01W,ALBIS LEASING AG
NLD,102962,30/6/18,06W,RHI MAGNESITA N.V
AUT,102938,31/1/06,02W,SEMPERIT AG HOLDING
NLD,102939,31/1/06,01W,BLYDENSTEIN-WILLINK NV
NLD,102940,31/1/06,01W,ERIKS NV
NLD,102941,31/1/06,01W,PB HOLDING NV
FRA,102942,31/1/06,01W,CFI-COMPAGNIE FONCIERE
NLD,102947,31/1/06,02W,KONINKLIJKE BAM GROEP NV
JPN,102949,31/1/06,01W,TOKYOTOKEIBA CO LTD
JPN,102950,31/1/06,01W,ASAHI GROUP HOLDINGS LTD
DNK,102952,31/1/06,01W,BRD KLEE A/S
SWE,102956,31/1/06,07W,REDERI AB GOTLAND
JPN,102958,31/1/06,01W,MIYOSHI OIL & FAT CO LTD
JPN,102960,31/1/06,01W,KATAKURA INDUSTRIES CO LTD
BEL,102966,31/1/06,01W,CIMESCAUT SA/NV
AUT,102967,31/1/06,01W,SCHLUMBERGER AG
AUT,102968,31/1/06,01W,WIENERBERGER AG
DEU,102973,31/1/06,01W,PARK & BELLHEIMER AG
DEU,102977,31/1/06,01W,BIJOU BRIGITTE MOD ACCESS AG
FRA,102980,31/1/06,02W,VICAT SA
DEU,102981,31/1/06,01W,HOLCIM (DEUTSCHLAND) AG
FRA,102983,31/1/06,01W,VIRIDIEN SOCIETE ANONYME
DEU,102987,31/1/06,01W,JOHN DEERE-LANZ VERWALTUN AG
IRL,102992,31/1/06,03W,HEALTHY LIVING CENTRES PLC
DEU,102995,31/1/06,01W,ADCAPITAL AG
AUT,102998,31/1/06,01W,INKU AG
JPN,103003,31/1/06,01W,NISSAN CHEMICAL CORP
AUT,103004,31/1/06,01W,HUTTER & SCHRANTZ AG
GBR,103007,31/1/06,01W,ALLIANCE UNICHEM PLC
CHE,103008,31/1/06,01W,EGL AG
SWE,103010,31/1/06,01W,NEA-NAERKES ELEKTRISKA AB
AUT,103011,31/1/06,01W,MIBA AG
JPN,103015,31/1/06,01W,NICE CORPORATION
AUT,103020,31/1/06,01W,OTTAKRINGER BRAUEREI HARM
DEU,103021,31/1/06,01W,ANTERRA VERMOGENSVERWALTUNGS
ZAF,103026,31/1/06,01W,RCL FOODS LTD
GBR,103028,31/1/06,01W,STANLEY LEISURE PLC
ITA,103030,31/1/06,01W,SMURFIT SISA SPA
JPN,103035,31/1/06,01W,NEC INFRONTIA CORP
SWE,103036,31/1/06,01W,INDUSTRIVARDEN AB
GBR,103037,31/1/06,01W,METALRAX GROUP PLC
JPN,103038,31/1/06,01W,NISHI NIPPON RAILROAD CO LTD
JPN,103039,31/1/06,01W,KOMORI CORP
JPN,103040,31/1/06,01W,NIPPON COKE & ENGINEERING CO
JPN,103041,31/1/06,01W,MITSUBISHI KAKOKI KAISHA LTD
JPN,103042,31/1/06,01W,YAMAZEN CORP
JPN,103043,31/1/06,01W,NICHIREI CORP
JPN,103044,31/1/06,01W,KROSAKI HARIMA CORP
SWE,103045,31/1/06,02W,GEVEKO AB
JPN,103049,31/1/06,01W,FUJIBO HOLDINGS INC
JPN,103050,31/1/06,01W,JAPAN WOOL TEXTILE CO LTD
SWE,103051,31/1/06,01W,AFRY AB
JPN,103053,31/1/06,01W,ROHM CO LTD
DEU,103056,31/1/06,01W,AGROB IMMOBILIEN AG
DEU,103057,31/1/06,01W,A. MOKSEL AG
AUT,103058,31/1/06,01W,AUSTRIA EMAIL AG
DEU,103059,31/1/06,01W,AUGSBURGER KAMMGARN-SPINN AG
DEU,103063,31/1/06,01W,ALEXANDERWERK AG
SWE,103065,31/1/06,02W,HEXAGON AB
AUT,103067,31/1/06,01W,TG HOLDING AG
AUT,103068,31/1/06,01W,LINZ TEXTIL HOLDING AG
ITA,103075,31/1/06,01W,MONRIF SPA
JPN,103076,31/1/06,01W,KYOEI SANGYO CO LTD (WHSL)
JPN,103077,31/1/06,01W,OKAMOTO INDUSTRIES INC
AUT,103078,31/1/06,01W,PORR AG
JPN,103079,31/1/06,01W,MIYAJI ENGINEERING GROUP INC
JPN,103080,31/1/06,01W,MAEDA ROAD CONSTRUCTION CO
DEU,103082,31/1/06,01W,ALLG GOLD & SILBERSCHEIDEAN
FRA,103172,31/5/18,01W,WENDEL
AUS,103084,31/1/06,01W,NEWCREST MINING LTD
ZAF,103087,31/1/06,01W,DELTA EMD LTD
JPN,103088,31/1/06,01W,TOYODA GOSEI CO LTD
NZL,103090,31/1/06,01W,PGG WRIGHTSON LTD
JPN,103091,31/1/06,01W,MIE KOTSU CO LTD
GBR,103095,31/1/06,01W,INNOVATA PLC
DEU,103097,31/1/06,01W,ALLERTHAL-WERKE AG
NLD,103100,31/1/06,02W,ECONOSTO (KONINKLIJKE) NV
AUT,103101,31/1/06,01W,HEID MASCHINENFABRIK AG
ITA,103103,31/1/06,01W,SNAITECH SPA
DEU,103110,31/1/06,01W,HEIDELBERGER BETEILIGUNGSHOL
ITA,103121,31/1/06,01W,PREMAFIN FINANZIARIA SPA
GBR,103124,31/1/06,02W,INTERNATIONAL POWER PLC
AUT,103125,31/1/06,02W,RAGUSA BETEILIGUNG
AUS,103127,31/1/06,01W,DOMINION MINING LTD
GBR,103129,31/1/06,01W,BPP HOLDINGS PLC
SGP,103130,31/1/06,01W,LUM CHANG HOLDINGS LTD
BMU,103131,31/1/06,01W,TAI CHEUNG HOLDINGS LTD
ITA,103132,31/1/06,03W,KME GROUP SPA
AUT,103133,31/1/06,02W,EVN AG
FRA,103141,31/1/06,01W,BOLLORE SA
GBR,103148,31/1/06,04W,NORTHERN ELECTRIC PLC
ITA,103157,31/1/06,01W,GEN IND METALLURGICHE SPA
FRA,103158,31/1/06,01W,JACQUET METALS SA
FRA,103167,31/1/06,01W,ELECTRICITE DE STRASBOURG
DEU,103176,31/1/06,01W,THYSSENKRUPP AG
GBR,103182,31/1/06,01W,JOHNSTON PRESS PLC
IRL,103186,31/1/06,01W,GREENCORE GROUP PLC
JPN,103188,31/1/06,01W,NIPPON CHEMICAL INDUSTRIAL
GBR,103190,31/1/06,03W,MYTRAVEL GROUP PLC
AUT,103193,31/1/06,03W,STRABAG SE
AUT,103195,31/1/06,01W,BURGENLAND HOLDING AG
NLD,103199,31/1/06,01W,ORANJEWOUD NV
DEU,103200,31/1/06,01W,FUCHS SE
NLD,103205,31/1/06,01W,BOSKALIS WESTMINSTER NV
DEU,103212,31/1/06,01W,EDOB ABWICKLUNGS AG
SWE,103219,31/1/06,02W,BEIJER REF AB
GBR,103223,31/1/06,01W,WILLIAM SINCLAIR HLDGS PLC
JPN,103228,31/1/06,01W,KEYENCE CORP
FRA,103237,31/1/06,01W,SOCIETE FRANCAISE EXXONMOBIL
FRA,103305,31/10/10,06W,MERSEN S A
DEU,103242,31/1/06,01W,WANDERER-WERKE AG
BEL,103246,31/1/06,01W,UNIBRA SA
ITA,103250,31/1/06,01W,BASTOGI SPA
ESP,103251,31/1/06,01W,CIA LOGISTICA HIDROCARBUROS
ZAF,103252,31/1/06,01W,JD GROUP LTD
DEU,103255,31/1/06,01W,BERTELSMANN SE & CO KGAA
FRA,103257,31/1/06,01W,BURELLE SA
FRA,103260,30/4/07,03W,REXEL SA
FRA,103261,31/1/06,01W,CONFLANDEY SA
FRA,103263,31/1/06,01W,GEODIS
FRA,103264,31/1/06,02W,OPMOBILITY SE
DEU,103269,31/1/06,04W,KRONES AG
FRA,103277,31/1/06,01W,ARTOIS (INDUSTR & FINANCIER)
DNK,103279,31/1/06,01W,BANG & OLUFSEN A S
HKG,103283,31/1/06,01W,HONG KONG FERRY (HLDGS) CO
HKG,103287,31/1/06,02W,SHUN TAK HOLDINGS LTD
DNK,103291,31/1/06,01W,LASTAS A/S
DNK,103292,31/1/06,03W,A.P. MOLLER - MAERSK A/S
JPN,103297,31/1/06,01W,YOKOGAWA BRIDGE HLDGS CORP
FIN,103299,31/1/06,01W,BIRKA LINE AB
FRA,103302,31/1/06,01W,ZODIAC AEROSPACE
JPN,103303,31/1/06,01W,DAITOBO CO LTD
FRA,103310,31/1/06,02W,SAMSE
SWE,103314,31/1/06,01W,ROTTNEROS AB
GBR,103342,30/9/14,05W,SSE PLC
NLD,103315,31/1/06,01W,CROWN VAN GELDER NV
FRA,103316,31/1/06,01W,FIMALAC SA
FRA,103320,31/1/06,01W,SCHAEFFER-DUFOUR
FRA,103323,31/1/06,02W,BACCARAT
ESP,103325,31/1/06,01W,LOGISTA INTEGRAL SA
CHE,103328,31/1/06,01W,PELIKAN HOLDING AG
NLD,103335,31/1/06,03W,GRONTMIJ NV
FRA,103336,31/1/06,01W,FONCIERE MASSENA
FRA,103337,31/1/06,01W,ATLAND SAS
ESP,103339,31/1/06,01W,TAFISA-TABLEROS DE FIBRAS SA
DNK,103340,31/1/06,02W,SP GROUP AS
GBR,103341,31/1/06,01W,SCOTTISH POWER PLC
JPN,103345,31/1/06,01W,ADEKA CORP
GBR,103346,31/1/06,01W,HOLIDAYBREAK PLC
GBR,103353,31/1/06,01W,BRITISH POLYTHENE INDS PLC
CHE,103355,31/1/06,01W,ARUNDEL AG
BMU,103359,31/1/06,01W,TRISTATE HOLDINGS LTD
CHE,103360,31/1/06,01W,SCHWEITER TECHNOLOGIES AG
HKG,103361,31/1/06,01W,TUNGTEX (HLDGS) CO LTD
DEU,103364,31/1/06,01W,WUENSCHE AG
JPN,103366,31/1/06,01W,PASCO CORP
BMU,103370,31/1/06,01W,CHINA SOLAR ENERGY HOLDINGS
BMU,103372,31/1/06,01W,WING TAI PROPERTIES LTD
HKG,103375,31/1/06,01W,RAYMOND INDUSTRIAL LTD
HKG,103377,31/1/06,01W,GOLD PEAK TECHNOLOGY GROUP L
CYM,103378,30/9/23,01W,HONY MEDIA GROUP
HKG,103380,31/1/06,01W,YGM TRADING LTD
NLD,103382,31/1/06,02W,HES BEHEER NV
HKG,103383,31/1/06,01W,FOUNTAIN SET (HOLDINGS) LTD
NLD,103413,30/11/13,04W,AALBERTS NV
CHE,103384,31/1/06,02W,ALSO-ACTEBIS HOLDING AG
FRA,103390,31/1/06,01W,CEGID GROUP
BMU,103391,31/1/06,01W,ASIA COMMERCIAL HOLDINGS LTD
BMU,103396,31/1/06,01W,CAFE DE CORAL HLDGS LTD
FRA,103404,31/1/06,01W,MUSEE GREVIN
HKG,103409,31/1/06,01W,TECHTRONIC INDUSTRIES CO LTD
HKG,103411,31/1/06,01W,CHINNEY INVESTMENTS LTD
NLD,103416,31/1/06,01W,SMIT INTERNATIONAL NV
HKG,103423,31/1/06,01W,DOYEN INTERNATIONAL HOLDINGS
HKG,103440,31/1/06,01W,SINO LAND CO LTD
ITA,103442,31/1/06,01W,NAVIGAZIONE MONTANARI SPA
GAB,103443,31/1/06,01W,TOTAL ENERGIES EP GABON
NLD,103446,31/1/06,01W,KONINKLIJKE NEDSCHROEF HLDG
DEU,103455,31/1/06,01W,GASANSTALT KAISERSLAUTERN AG
DEU,103457,31/1/06,01W,ARQUANA INTL PRT & MEDIA AG
DEU,103459,31/1/06,01W,STOEHR & CO AG
BMU,103464,31/1/06,01W,HERALD HOLDINGS LTD
,129023,31/1/06,01W,
ESP,103468,31/1/06,01W,INDO INTERNACIONAL SA
MYS,103477,31/1/06,01W,GUTHRIE ROPEL BHD
MYS,103478,31/1/06,01W,KLK SAWIT NUSANTARA BERHAD
DEU,103480,31/1/06,01W,KULMBACHER BRAUEREI AG
DEU,103485,31/8/09,02W,WESTAG AG
BEL,103481,31/1/06,01W,SAPEC SA
DEU,103483,31/1/06,01W,KUNERT AG
DEU,103486,31/1/06,01W,MAUSER WALDECK AG
DEU,103487,31/1/06,02W,SAP SE
BEL,103491,31/1/06,01W,SOCFIN SA-FIN DES CAOUTCHOUC
DNK,103496,31/1/06,01W,NORDISK SOLAR COMPAGNI
ITA,103511,31/1/06,01W,RATTI SPA
ESP,103517,31/1/06,01W,LINGOTES ESPECIALES SA
MYS,103523,31/1/06,01W,CAMERLIN GROUP BHD
MYS,103529,31/1/06,01W,MAXIM GLOBAL BERHAD
MYS,103531,31/1/06,01W,AMCORPGROUP BHD
DEU,103533,31/1/06,01W,SIXT SE
DEU,103538,31/1/06,01W,PWO AG
DEU,103540,31/1/06,01W,KENVELO AG
DEU,103548,31/1/06,01W,HOHNER (MATTH) AG
MYS,103550,31/1/06,01W,MALAYSIAN MOSAICS BHD
MYS,103564,31/1/06,01W,MUI PROPERTIES BHD
DEU,103579,31/1/06,01W,COLONIA REAL ESTATE AG
DEU,103581,31/1/06,01W,SLOMAN NEPTUN SCHIFFAHRTS-AG
DEU,103585,31/1/06,01W,KAMPA AG
ESP,103599,31/1/06,01W,VIDRALA SA
ESP,103600,31/1/06,01W,GRUPO EZENTIS SA
MYS,103608,31/1/06,01W,GOPENG BHD
MYS,103609,31/1/06,01W,FCW HOLDINGS BHD
ESP,103613,31/1/06,01W,AGUAS DE BARCELONA SA
DNK,103615,31/1/06,01W,CEMAT AS
MYS,103618,31/1/06,01W,SUNWAY BHD
MYS,103636,31/1/06,01W,ORIENTAL HOLDINGS BHD
FIN,103637,31/1/06,02W,ATRIA PLC
MYS,103638,31/1/06,01W,PARAGON GLOBE BHD
MYS,103643,31/1/06,01W,PETALING GARDEN BHD
ESP,103658,31/1/06,01W,CEMENTOS LEMONA SA
MYS,103665,31/1/06,01W,KUMPULAN GUTHRIE BHD
FRA,103666,31/1/06,01W,CASINO MUNICIPAL DE CANNES
FRA,103687,31/1/07,01W,CLARINS SA
FRA,103695,31/1/06,01W,GROUPE GASCOGNE
MYS,103697,31/1/06,01W,MELEWAR INDUSTRIAL GROUP BHD
MYS,103700,31/1/06,01W,CARLSBERG BREWERY MALAYSIA
MYS,103703,31/1/06,01W,SIME UEP PROPERTIES BHD
SGP,103710,31/1/06,01W,GENERAL MAGNETICS
SGP,103711,31/1/06,01W,GUTHRIE GTS LTD
MYS,103716,31/1/06,01W,ASIA PACIFIC LAND BHD
SGP,103717,31/1/06,01W,QAF LTD
SGP,103720,31/1/06,01W,STAMFORD LAND CORP LTD
SGP,103721,31/1/06,01W,PAN PACIFIC HOTELS GROUP LTD
SGP,103725,31/1/06,01W,ISETAN (SINGAPORE) LTD
MYS,103731,31/1/06,01W,MWE HOLDINGS BHD
BMU,103745,31/1/06,01W,GREAT WALL PAN ASIA HOLDINGS
SGP,103842,31/10/21,01W,YEO HIAP SENG LTD
SGP,103748,31/1/06,01W,HL GLOBAL ENTERPRISES LTD
MYS,103750,31/1/06,01W,KIAN JOO CAN FACTORY BHD
SGP,103754,31/1/06,01W,SEROJA INVESTMENTS LTD
MYS,103756,31/1/06,01W,NESTLE (MALAYSIA) BHD
SGP,103758,31/1/06,01W,MTQ CORPORATION LTD
SGP,103773,31/1/06,01W,ENGRO CORP LTD (SGP)
SGP,103777,31/1/06,01W,LEE KIM TAH HOLDINGS LTD
SGP,103779,31/1/06,01W,K1 VENTURES LTD
SGP,103789,31/1/06,01W,SINGAPORE PETROLEUM CO LTD
MYS,103801,31/1/06,01W,PILECON ENGINEERING BHD
SGP,103809,31/1/06,01W,CK TANG LTD
MYS,103819,31/1/06,01W,MUDA HOLDINGS BHD
SGP,103827,31/1/06,01W,KEPPEL TELECOM & TRANSN LTD
SGP,103832,31/1/06,01W,TRANSMARCO LTD
SGP,103835,31/1/06,02W,WING TAI HOLDINGS LTD
MYS,103850,31/1/06,01W,GENTING MALAYSIA BHD
ESP,103856,31/1/06,01W,AZKOYEN SA
CYM,103936,31/10/21,02W,ASMPT LIMITED
MYS,103863,31/1/06,01W,LAND & GENERAL BHD
MYS,103867,31/1/06,01W,GOLDEN PLUS HOLDINGS BHD
MYS,103869,31/1/06,01W,CEMENT INDS OF MALAYSIA BHD
MYS,103890,31/1/06,01W,IJM CORP BHD
FRA,103895,31/1/06,02W,REMY COINTREAU SA
BMU,103905,31/1/06,01W,YT REALTY GROUP LTD
MYS,103912,31/1/06,01W,IOI CORP BHD
MYS,103922,31/1/06,01W,AMCORP PROPERTIES BHD
CYM,103932,31/1/06,01W,HKR INTERNATIONAL LTD
BMU,103935,31/1/06,01W,HKC (HOLDINGS) LTD
BMU,103948,31/1/06,02W,PALIBURG HOLDINGS LTD
THA,104056,31/5/23,01W,SERMSUK PCL
THA,103949,31/1/06,01W,OHTL PUBLIC CO LTD
MYS,103950,31/1/06,01W,CI HOLDINGS BHD
THA,103951,31/1/06,01W,CHAROEN POKPHAND FOODS PCL
MYS,103956,31/1/06,01W,TECHNA-X BERHAD
THA,103957,31/1/06,01W,ICC INTERNATIONAL PCL
BMU,103960,31/1/06,01W,CHOW SANG SANG HOLDINGS LTD
THA,103961,31/1/06,01W,CHRISTIANI & NIELSEN(THAI)
THA,103966,31/1/06,01W,TIPCO FOODS PCL
THA,103971,31/1/06,01W,TIPCO ASPHALT PCL
BMU,103975,31/1/06,01W,WONG'S INTL HOLDINGS LTD
THA,103988,31/1/06,01W,UNION MOSAIC INDUSTRY CO
THA,103989,31/1/06,01W,SAHA PATHANA INTER-HOLDING
THA,103991,31/1/06,01W,PRANDA JEWELRY CO LTD
THA,103994,31/1/06,01W,BANGKOK POST PUBLIC COMPANY
MYS,104012,31/1/06,01W,MALAYSIAN PACIFIC INDUS BHD
THA,104018,31/1/06,02W,DUSIT THANI PCL
THA,104023,31/1/06,01W,SCG CERAMICS PCL
THA,104025,31/1/06,01W,MK REAL ESTATE DEVELOPMENT
BMU,104027,31/1/06,02W,CP POKPHAND CO LTD
THA,104040,31/1/06,01W,THAI PRESIDENT FOODS CO LTD
THA,104043,31/1/06,01W,SAHA PATHANAPIBUL CO
THA,104049,31/1/06,01W,CHAROONG THAI WIRE & CABL
THA,104057,31/1/06,01W,LAND & HOUSES PCL
THA,104064,31/1/06,01W,SAHA-UNION CORP
THA,104076,31/1/06,01W,THAI RAYON PCL
THA,104079,31/1/06,01W,SINGER THAILAND PCL
THA,104086,31/1/06,01W,THAI WAH PUBLIC CO LTD
THA,104089,30/11/06,02W,TPI POLENE PCL
THA,104092,31/1/06,01W,INTOUCH HOLDINGS PCL
NLD,104833,31/1/20,03W,HEINEKEN NV
THA,104095,31/1/06,01W,SMC POWEER PCL
THA,104099,31/1/06,01W,THAI PLASTIC & CHEMICAL
THA,104106,31/1/06,01W,SIAM CITY CEMENT PCL
THA,104118,31/1/06,01W,SIAM FOOD PRODUCTS PCL
THA,104125,31/1/06,01W,SIAM CEMENT PCL
MYS,104129,31/1/06,01W,TELEKOM MALAYSIA BHD
THA,104134,31/1/06,01W,NATION GROUP (THAILAND)
MYS,104136,31/1/06,01W,IOI OLEOCHEMICAL INDUSTRIES
THA,104138,31/1/06,01W,BOUND AND BEYOND PUBLIC CO
THA,104143,31/1/06,01W,ROYAL ORCHID HOTEL (THAIL)
THA,104146,31/1/06,01W,REGIONAL CONTAINER LINES PCL
THA,104168,31/1/06,01W,AKS CORPORATION PUBLIC COMPA
THA,104174,31/1/06,01W,MATICHON PCL
BMU,104175,31/1/06,01W,WING ON CO INTL LTD
MYS,104177,31/1/06,01W,NALURI CORP BHD
MYS,104189,31/1/06,01W,TRADEWINDS CORP BHD
HKG,104194,31/1/06,01W,TIAN AN CHINA INVESTMENTS CO
MYS,104199,31/1/06,01W,DAGANG NEXCHANGE BHD
MYS,104206,31/1/06,01W,EON-EDARAN OTOMOB NASION BHD
MYS,104207,31/1/06,01W,LANDMARKS BHD
MYS,104237,31/1/06,01W,TRADEWINDS (M) BHD
MYS,104242,31/1/06,01W,NYLEX (MALAYSIA) GROUP
MYS,104288,31/1/06,01W,BERJAYA CORP BHD
CYP,104346,31/1/06,01W,ALLIANCE INTL REINSURANCE
DEU,104356,31/12/14,01W,H&K AG
DEU,104357,31/3/07,01W,KABEL DEUTSCHLAND HOLDING AG
DEU,104364,31/1/15,01W,TELE COLUMBUS AG
MYS,104406,31/1/06,01W,PROTON HLDGS BHD
FIN,104449,31/1/06,01W,STROMSDAL OY
MYS,104474,31/1/06,01W,YTL CORP BHD
MYS,104504,31/1/06,01W,JAVA BERHAD
MYS,104537,31/1/06,01W,GUOCOLAND (MALAYSIA) BHD
SGP,104539,31/1/06,01W,GP BATTERIES INTERNATIONAL
MYS,104540,31/1/06,01W,COSWAY CORP BHD
RUS,104544,31/8/08,01W,FEDERAL GRID CO OF THE UNIF
RUS,104546,30/11/07,01W,INGOSSTRAKH OIJSC
MYS,104557,31/1/06,01W,LION CORP BHD
THA,104558,31/1/06,01W,ADVANCED INFO SERVICE PCL
MYS,104565,31/1/06,01W,LEADER UNIVERSAL HLDGS BHD
AUS,104566,31/1/06,01W,SOUL PATTINSON WASH H & CO
TTO,104572,31/1/06,01W,REPUBLIC FINANCIAL HLDGS LTD
TWN,104575,31/1/06,01W,KWORLD COMPUTER CO LTD
TWN,104577,31/1/06,01W,MAXTEK TECHNOLOGY CO LTD
ARE,104579,31/1/06,01W,AL KHAZNA INSURANCE CO
ARE,104580,31/1/06,01W,ALLIANCE INSURANCE (PSC)
KOR,104582,31/1/06,01W,SAMSUNG SDI CO LTD
KOR,104583,31/1/06,01W,HYUNDAI ENGR & CONSTR CO
KOR,104584,31/1/06,01W,GS ENGINEERING & CONSTRUCTN
KOR,104587,31/1/06,01W,DL HOLDINGS CO LTD
KOR,104588,31/1/06,01W,HANWHA AEROSPACE CO LTD
KOR,104593,31/1/06,01W,HYUNDAI STEEL CO
KOR,104598,31/1/06,01W,POSCO HOLDINGS INC
KOR,104599,31/1/06,01W,KG MOBILITY CORP
KOR,104600,31/1/06,01W,AMOREPACIFIC HOLDINGS CORP
KOR,104602,31/1/06,01W,SAMSUNG ELECTRO-MECHANICS CO
KOR,104604,31/1/06,01W,SAMSUNG ELECTRONICS CO LTD
KOR,104605,31/1/06,01W,KCC CORP
KOR,104606,31/1/06,01W,KIA CORPORATION
KOR,104607,31/1/06,01W,HYUNDAI MOTOR CO LTD
KOR,104608,31/1/06,01W,LG CORP
KOR,104609,31/1/06,01W,SAMSUNG C&T CORPORATION
KOR,104611,31/1/06,01W,SK NETWORKS CO LTD
KOR,104612,31/1/06,01W,TONGYANG INC
KOR,104613,31/1/06,01W,SSANGYONG C&E CO LTD
KOR,104615,31/1/06,01W,HD HYUNDAI MIPO CO LTD
KOR,104618,31/1/06,01W,KUMHO ENGINEERING & CONSTRUC
KOR,104623,31/1/06,01W,KOREAN AIR LINES CO LTD
KOR,104624,31/1/06,01W,DONGBU ELECTRONICS
KOR,104626,31/1/06,01W,LX INTERNATIONAL CORP
KOR,104627,31/1/06,01W,HANWHA SOLUTIONS CORP
KOR,104632,31/1/06,01W,DONGKUK HOLDINGS CO LTD
MYS,104635,31/1/06,01W,METROPLEX BHD
MYS,104637,31/1/06,01W,UEM WORLD BERHAD
MYS,104638,31/1/06,01W,SAPURA TECHNOLOGY BHD
GBR,104640,31/1/06,01W,SSL INTERNATIONAL PLC
GBR,104643,31/1/06,01W,SAGE GROUP PLC
BMU,104647,31/1/06,01W,DAIDO GROUP LTD
ITA,104652,31/1/06,01W,EDISON SPA
SGP,104675,31/1/06,01W,SINGAPORE COMPUTER SYSTEMS
THA,104683,31/1/06,01W,BTS GROUP HOLDINGS PCL
THA,104698,31/1/06,01W,SRITHAI SUPERWARE PCL
NLD,104709,31/1/06,01W,ATHLON HOLDING NV
NLD,104710,31/1/06,01W,DGB GROUP N V
MYS,104721,31/1/06,01W,SILVERSTONE CORP BHD
AUS,104725,31/1/06,01W,EMPEROR MINES LTD
NLD,104733,31/1/06,01W,DRAKA HOLDING NV
